Sinusoidal Grid
 Gring Coordinates of MODLAND Tiles
 ntile_vert = 18
 ntile_horiz = 36
 iv  ih  0: ll lon    ll lat  1: ul lon    ul lat  2: ur lon    ur lat  3: lr lon    lr lat
  7  29   111.2898    9.9735   116.6155   20.0326   127.7151   19.9995   121.8730    9.9395
  7  30   121.4097    9.9745   127.2199   20.0356   138.3572   19.9995   132.0276    9.9373
  7  31   131.5303    9.9755   137.8250   20.0385   148.9994   19.9995   142.1819    9.9351
  7  32   141.6515    9.9764   148.4307   20.0416   159.6416   19.9995   152.3361    9.9329
  7  33   151.7735    9.9774   159.0371   20.0446   170.2838   19.9995   162.4901    9.9306
  7  34   162.4687    9.9830   162.2183   20.2678  -179.9510   19.9968   179.4655    9.7243
  7  35   172.6228    9.9836   172.4793   19.1662  -179.8564   19.1807   179.9995    9.9753
  8   0  -180.0000   -0.0068   179.9285    9.9990  -169.9201    9.9909  -169.9917    0.0000
  8   1  -170.0170   -0.0160  -172.6225   10.0000  -161.8390   10.0140  -159.3936    0.0010
  8   2  -160.0161   -0.0150  -162.4683   10.0000  -151.7233   10.0131  -149.4309    0.0009
  8   3  -150.0152   -0.0140  -152.3140   10.0000  -141.6077   10.0123  -139.4682    0.0007
  8   4  -140.0143   -0.0131  -142.1597   10.0000  -131.4921   10.0114  -129.5055    0.0006
  8   5  -130.0134   -0.0121  -132.0055   10.0000  -121.3765   10.0105  -119.5429    0.0006
  8   6  -120.0124   -0.0111  -121.8512   10.0000  -111.2609   10.0097  -109.5802    0.0005
  8   7  -110.0114   -0.0102  -111.6969   10.0000  -101.1454   10.0088   -99.6176    0.0004
  8   8  -100.0104   -0.0092  -101.5427   10.0000   -91.0299   10.0079   -89.6550    0.0003
  8   9   -90.0094   -0.0082   -91.3884   10.0000   -80.9144   10.0071   -79.6924    0.0003
  8  10   -80.0084   -0.0072   -81.2341   10.0000   -70.7989   10.0063   -69.7298    0.0002
  8  11   -70.0073   -0.0063   -71.0799   10.0000   -60.6835   10.0054   -59.7672    0.0001
  8  12   -60.0063   -0.0053   -60.9256   10.0000   -50.5681   10.0046   -49.8047    0.0001
  8  13   -50.0052   -0.0043   -50.7713   10.0000   -40.4527   10.0038   -39.8421    0.0001
  8  14   -40.0041   -0.0034   -40.6171   10.0000   -30.3373   10.0030   -29.8796    0.0000
  8  15   -30.0030   -0.0024   -30.4628   10.0000   -20.2220   10.0022   -19.9170    0.0000
  8  16   -20.0018   -0.0014   -20.3085   10.0000   -10.1066   10.0014    -9.9545    0.0000
  8  17   -10.0007   -0.0005   -10.1543   10.0000     0.0090   10.0006     0.0083    0.0000
  8  18    -0.0000   -0.0000    -0.0005   10.0006    10.1629    9.9999    10.0089   -0.0005
  8  19     9.9628    0.0000    10.1148   10.0014    20.3173    9.9999    20.0099   -0.0015
  8  20    19.9253    0.0000    20.2299   10.0022    30.4716    9.9999    30.0109   -0.0025
  8  21    29.8879    0.0000    30.3450   10.0030    40.6260    9.9999    40.0119   -0.0034
  8  22    39.8504    0.0001    40.4601   10.0038    50.7804    9.9999    50.0129   -0.0044
  8  23    49.8130    0.0001    50.5752   10.0047    60.9348    9.9999    60.0138   -0.0054
  8  24    59.7755    0.0001    60.6904   10.0055    71.0892    9.9998    70.0148   -0.0063
  8  25    69.7381    0.0002    70.8056   10.0063    81.2436    9.9998    80.0157   -0.0073
  8  26    79.7007    0.0002    80.9208   10.0071    91.3980    9.9998    90.0166   -0.0083
  8  27    89.6633    0.0003    91.0360   10.0080   101.5524    9.9998   100.0175   -0.0093
  8  28    99.6259    0.0004   101.1513   10.0088   111.7068    9.9998   110.0184   -0.0102
  8  29   109.5885    0.0005   111.2665   10.0097   121.8612    9.9998   120.0192   -0.0112
  8  30   119.5512    0.0005   121.3818   10.0105   132.0156    9.9998   130.0201   -0.0122
  8  31   129.5138    0.0006   131.4972   10.0114   142.1700    9.9998   140.0209   -0.0131
  8  32   139.4765    0.0007   141.6125   10.0123   152.3244    9.9998   150.0217   -0.0141
  8  33   149.4392    0.0008   151.7279   10.0131   162.4788    9.9998   160.0225   -0.0151
  8  34   159.4019    0.0010   161.8433   10.0140   172.6332    9.9998   170.0233   -0.0161
  8  35   170.0000   -0.0000   169.9286    9.9911  -179.9285    9.9990   179.9999   -0.0069
  9   0   179.9285   -9.9990  -180.0000    0.0068  -169.9917   -0.0000  -169.9201   -9.9909
  9   1  -172.6225  -10.0000  -170.0171    0.0160  -159.3936   -0.0010  -161.8307  -10.0139
  9   2  -162.4683  -10.0000  -160.0162    0.0150  -149.4309   -0.0009  -151.7155  -10.0130
  9   3  -152.3140  -10.0000  -150.0152    0.0140  -139.4682   -0.0007  -141.6004  -10.0122
  9   4  -142.1597  -10.0000  -140.0143    0.0131  -129.5055   -0.0006  -131.4853  -10.0113
  9   5  -132.0055  -10.0000  -130.0134    0.0121  -119.5429   -0.0006  -121.3703  -10.0104
  9   6  -121.8512  -10.0000  -120.0124    0.0111  -109.5802   -0.0005  -111.2552  -10.0096
  9   7  -111.6969  -10.0000  -110.0114    0.0101   -99.6176   -0.0004  -101.1402  -10.0087
  9   8  -101.5427  -10.0000  -100.0104    0.0092   -89.6550   -0.0003   -91.0252  -10.0079
  9   9   -91.3884  -10.0000   -90.0094    0.0082   -79.6924   -0.0003   -80.9103  -10.0070
  9  10   -81.2341  -10.0000   -80.0084    0.0072   -69.7298   -0.0002   -70.7953  -10.0062
  9  11   -71.0799  -10.0000   -70.0073    0.0063   -59.7672   -0.0001   -60.6804  -10.0054
  9  12   -60.9256  -10.0000   -60.0063    0.0053   -49.8047   -0.0001   -50.5655  -10.0046
  9  13   -50.7713  -10.0000   -50.0052    0.0043   -39.8421   -0.0001   -40.4506  -10.0038
  9  14   -40.6171  -10.0000   -40.0041    0.0034   -29.8796   -0.0000   -30.3358  -10.0030
  9  15   -30.4628  -10.0000   -30.0030    0.0024   -19.9170   -0.0000   -20.2209  -10.0022
  9  16   -20.3085  -10.0000   -20.0018    0.0014    -9.9545   -0.0000   -10.1061  -10.0014
  9  17   -10.1543  -10.0000   -10.0007    0.0005     0.0083   -0.0000     0.0090  -10.0006
  9  18    -0.0005  -10.0006    -0.0000   -0.0000    10.0089    0.0005    10.1623   -9.9999
  9  19    10.1148  -10.0014     9.9628   -0.0000    20.0099    0.0015    20.3162   -9.9999
  9  20    20.2299  -10.0022    19.9253   -0.0000    30.0109    0.0025    30.4701   -9.9999
  9  21    30.3450  -10.0030    29.8879   -0.0000    40.0119    0.0034    40.6240   -9.9999
  9  22    40.4601  -10.0038    39.8504   -0.0001    50.0129    0.0044    50.7778   -9.9999
  9  23    50.5752  -10.0047    49.8130   -0.0001    60.0138    0.0054    60.9317   -9.9999
  9  24    60.6904  -10.0055    59.7755   -0.0001    70.0147    0.0063    71.0856   -9.9999
  9  25    70.8056  -10.0063    69.7381   -0.0002    80.0157    0.0073    81.2395   -9.9999
  9  26    80.9208  -10.0071    79.7007   -0.0002    90.0166    0.0083    91.3933   -9.9999
  9  27    91.0360  -10.0080    89.6633   -0.0003   100.0175    0.0092   101.5472   -9.9999
  9  28   101.1513  -10.0088    99.6259   -0.0004   110.0183    0.0102   111.7011   -9.9999
  9  29   111.2665  -10.0097   109.5885   -0.0005   120.0192    0.0112   121.8550   -9.9999
  9  30   121.3818  -10.0105   119.5512   -0.0005   130.0200    0.0122   132.0088   -9.9999
  9  31   131.4972  -10.0114   129.5138   -0.0006   140.0208    0.0131   142.1627   -9.9999
  9  32   141.6125  -10.0123   139.4765   -0.0007   150.0216    0.0141   152.3166  -10.0000
  9  33   151.7279  -10.0132   149.4392   -0.0008   160.0224    0.0151   162.4705  -10.0000
  9  34   161.8433  -10.0141   159.4019   -0.0010   170.0232    0.0161   172.6243  -10.0000
  9  35   169.9286   -9.9911   170.0000   -0.0000   179.9999    0.0069  -179.9285   -9.9990
 10   0   179.8562  -19.1890  -179.9996   -9.9754  -172.6144   -9.9835  -172.4704  -19.1743
 10   1   179.9520  -19.9968  -179.4645   -9.7245  -162.4604   -9.9829  -162.2096  -20.2677
 10   2  -170.2684  -20.0000  -162.4795   -9.9309  -151.7611   -9.9772  -159.0195  -20.0442
 10   3  -159.6267  -20.0000  -152.3256   -9.9332  -141.6394   -9.9762  -148.4137  -20.0412
 10   4  -148.9849  -20.0000  -142.1716   -9.9354  -131.5184   -9.9753  -137.8085  -20.0382
 10   5  -138.3431  -20.0000  -132.0174   -9.9376  -121.3981   -9.9743  -127.2041  -20.0352
 10   6  -127.7013  -20.0000  -121.8630   -9.9397  -111.2785   -9.9734  -116.6003  -20.0323
 10   7  -117.0596  -20.0000  -111.7084   -9.9418  -101.1594   -9.9724  -105.9970  -20.0293
 10   8  -106.4178  -20.0000  -101.5537   -9.9439   -91.0410   -9.9714   -95.3943  -20.0264
 10   9   -95.7760  -20.0000   -91.3988   -9.9459   -80.9230   -9.9704   -84.7922  -20.0236
 10  10   -85.1342  -20.0000   -81.2438   -9.9479   -70.8055   -9.9694   -74.1905  -20.0207
 10  11   -74.4924  -20.0000   -71.0886   -9.9498   -60.6884   -9.9684   -63.5893  -20.0179
 10  12   -63.8507  -20.0000   -60.9332   -9.9517   -50.5717   -9.9674   -52.9886  -20.0151
 10  13   -53.2089  -20.0000   -50.7778   -9.9536   -40.4553   -9.9664   -42.3882  -20.0124
 10  14   -42.5671  -20.0000   -40.6222   -9.9554   -30.3393   -9.9654   -31.7883  -20.0097
 10  15   -31.9253  -20.0000   -30.4664   -9.9572   -20.2234   -9.9644   -21.1887  -20.0070
 10  16   -21.2836  -20.0000   -20.3106   -9.9590   -10.1078   -9.9633   -10.5894  -20.0043
 10  17   -10.6418  -20.0000   -10.1546   -9.9607     0.0085   -9.9622     0.0105  -20.0017
 10  18    -0.0016  -20.0019     0.0000   -9.9624    10.1626   -9.9606    10.6499  -19.9998
 10  19    10.5988  -20.0045    10.1165   -9.9635    20.3182   -9.9589    21.2910  -19.9998
 10  20    21.1986  -20.0072    20.2324   -9.9645    30.4737   -9.9571    31.9321  -19.9998
 10  21    31.7988  -20.0099    30.3485   -9.9655    40.6290   -9.9553    42.5731  -19.9998
 10  22    42.3994  -20.0127    40.4648   -9.9666    50.7842   -9.9535    53.2142  -19.9998
 10  23    53.0003  -20.0154    50.5814   -9.9676    60.9393   -9.9516    63.8553  -19.9999
 10  24    63.6016  -20.0182    60.6984   -9.9686    71.0943   -9.9497    74.4964  -19.9999
 10  25    74.2034  -20.0210    70.8157   -9.9696    81.2491   -9.9478    85.1374  -19.9999
 10  26    84.8057  -20.0239    80.9335   -9.9706    91.4037   -9.9458    95.7785  -19.9999
 10  27    95.4084  -20.0268    91.0517   -9.9716   101.5582   -9.9438   106.4196  -19.9999
 10  28   106.0117  -20.0297   101.1705   -9.9726   111.7126   -9.9417   117.0607  -20.0000
 10  29   116.6155  -20.0326   111.2898   -9.9735   121.8667   -9.9396   127.7018  -20.0000
 10  30   127.2200  -20.0356   121.4097   -9.9745   132.0209   -9.9375   138.3431  -20.0000
 10  31   137.8250  -20.0386   131.5302   -9.9755   142.1754   -9.9353   148.9849  -20.0000
 10  32   148.4307  -20.0416   141.6515   -9.9764   152.3297   -9.9330   159.6267  -20.0000
 10  33   159.0372  -20.0447   151.7734   -9.9774   162.4838   -9.9308   170.2684  -20.0000
 10  34   162.2183  -20.2679   162.4687   -9.9829   179.4646   -9.7244  -179.9520  -19.9968
 10  35   172.4793  -19.1662   172.6228   -9.9836   179.9995   -9.9753  -179.8564  -19.1807
 11   0  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
 11   1   179.7379  -27.2578  -179.9976  -19.9296  -170.2620  -19.9374  -169.9980  -27.2397
 11   2   179.6604  -29.9627  -179.0873  -19.3488  -159.6202  -19.9502  -159.1426  -30.5857
 11   3  -173.2051  -30.0000  -159.5783  -19.8718  -148.5654  -19.9493  -161.2216  -30.0779
 11   4  -161.6581  -30.0000  -148.9430  -19.8757  -137.9292  -19.9468  -149.6773  -30.0718
 11   5  -150.1111  -30.0000  -138.3072  -19.8795  -127.2978  -19.9444  -138.1390  -30.0659
 11   6  -138.5641  -30.0000  -127.6707  -19.8833  -116.6711  -19.9420  -126.6062  -30.0600
 11   7  -127.0171  -30.0000  -117.0338  -19.8869  -106.0488  -19.9398  -115.0785  -30.0543
 11   8  -115.4701  -30.0000  -106.3963  -19.8904   -95.4306  -19.9377  -103.5554  -30.0487
 11   9  -103.9230  -30.0000   -95.7584  -19.8939   -84.8161  -19.9356   -92.0365  -30.0432
 11  10   -92.3760  -30.0000   -85.1200  -19.8973   -74.2051  -19.9337   -80.5213  -30.0378
 11  11   -80.8290  -30.0000   -74.4811  -19.9006   -63.5972  -19.9318   -69.0095  -30.0326
 11  12   -69.2820  -30.0000   -63.8418  -19.9039   -52.9919  -19.9301   -57.5007  -30.0274
 11  13   -57.7350  -30.0000   -53.2020  -19.9071   -42.3891  -19.9283   -45.9945  -30.0223
 11  14   -46.1880  -30.0000   -42.5618  -19.9102   -31.7881  -19.9267   -34.4906  -30.0173
 11  15   -34.6410  -30.0000   -31.9213  -19.9132   -21.1886  -19.9250   -22.9885  -30.0124
 11  16   -23.0940  -30.0000   -21.2803  -19.9163   -10.5902  -19.9234   -11.4881  -30.0076
 11  17   -11.5470  -30.0000   -10.6389  -19.9192     0.0088  -19.9218     0.0126  -30.0029
 11  18    -0.0030  -30.0032     0.0000  -19.9221    10.6471  -19.9190    11.5555  -29.9996
 11  19    11.4987  -30.0080    10.5996  -19.9237    21.2877  -19.9160    23.1013  -29.9997
 11  20    23.0001  -30.0129    21.1986  -19.9254    31.9280  -19.9130    34.6472  -29.9997
 11  21    34.5032  -30.0178    31.7986  -19.9270    42.5678  -19.9100    46.1931  -29.9998
 11  22    46.0082  -30.0228    42.4002  -19.9287    53.2073  -19.9068    57.7390  -29.9998
 11  23    57.5154  -30.0279    53.0037  -19.9304    63.8464  -19.9037    69.2849  -29.9999
 11  24    69.0253  -30.0332    63.6094  -19.9322    74.4850  -19.9005    80.8308  -29.9999
 11  25    80.5382  -30.0385    74.2180  -19.9341    85.1232  -19.8972    92.3768  -30.0000
 11  26    92.0544  -30.0439    84.8296  -19.9360    95.7612  -19.8938   103.9230  -30.0000
 11  27   103.5745  -30.0494    95.4446  -19.9381   106.3994  -19.8903   115.4701  -30.0000
 11  28   115.0987  -30.0551   106.0634  -19.9402   117.0371  -19.8867   127.0171  -30.0000
 11  29   126.6276  -30.0608   116.6864  -19.9424   127.6743  -19.8831   138.5641  -30.0000
 11  30   138.1615  -30.0667   127.3137  -19.9448   138.3109  -19.8794   150.1111  -30.0000
 11  31   149.7010  -30.0727   137.9457  -19.9472   148.9469  -19.8755   161.6581  -30.0000
 11  32   161.2466  -30.0788   148.5825  -19.9498   159.5824  -19.8716   173.2051  -30.0000
 11  33   159.1519  -30.5861   159.6287  -19.9504   179.0864  -19.3488  -179.6615  -29.9628
 11  34   170.0071  -27.2401   170.2706  -19.9377   179.9973  -19.9296  -179.7381  -27.2578
 11  35  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
 12   0  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
 12   1  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
 12   2   179.8698  -33.5548  -179.9984  -29.9557  -173.1973  -29.9569  -173.0654  -33.5510
 12   3   179.1854  -38.8629  -179.4319  -29.4188  -161.6560  -29.8904  -160.9850  -39.3474
 12   4   179.6852  -39.9341  -177.0163  -28.0874  -150.1071  -29.9242  -149.1574  -42.0458
 12   5  -169.8642  -39.9894  -150.0798  -29.8074  -138.4237  -29.9228  -156.7253  -40.1172
 12   6  -156.7086  -39.9961  -138.4784  -29.8173  -126.8440  -29.9171  -143.5876  -40.1065
 12   7  -143.6004  -39.9996  -126.9068  -29.8251  -115.2594  -29.9112  -130.4499  -40.0950
 12   8  -130.5407  -40.0000  -115.3698  -29.8308  -103.6816  -29.9055  -117.3286  -40.0837
 12   9  -117.4867  -40.0000  -103.8360  -29.8361   -92.1158  -29.9003  -104.2287  -40.0728
 12  10  -104.4326  -40.0000   -92.3014  -29.8411   -80.5636  -29.8956   -91.1500  -40.0626
 12  11   -91.3785  -40.0000   -80.7659  -29.8460   -69.0250  -29.8915   -78.0902  -40.0529
 12  12   -78.3244  -40.0000   -69.2296  -29.8506   -57.4988  -29.8879   -65.0468  -40.0438
 12  13   -65.2704  -40.0000   -57.6925  -29.8552   -45.9835  -29.8848   -52.0171  -40.0352
 12  14   -52.2163  -40.0000   -46.1546  -29.8596   -34.4774  -29.8822   -38.9984  -40.0270
 12  15   -39.1622  -40.0000   -34.6159  -29.8639   -22.9783  -29.8799   -25.9886  -40.0192
 12  16   -26.1081  -40.0000   -23.0765  -29.8681   -11.4841  -29.8778   -12.9853  -40.0117
 12  17   -13.0541  -40.0000   -11.5364  -29.8723     0.0095  -29.8757     0.0160  -40.0043
 12  18    -0.0051  -40.0048     0.0001  -29.8762    11.5448  -29.8719    13.0631  -39.9995
 12  19    12.9978  -40.0123    11.4947  -29.8783    23.0838  -29.8677    26.1154  -39.9996
 12  20    26.0029  -40.0199    22.9899  -29.8804    34.6221  -29.8636    39.1677  -39.9997
 12  21    39.0145  -40.0278    34.4900  -29.8828    46.1597  -29.8593    52.2200  -39.9998
 12  22    52.0350  -40.0361    45.9972  -29.8854    57.6965  -29.8549    65.2725  -39.9999
 12  23    65.0666  -40.0448    57.5135  -29.8886    69.2326  -29.8504    78.3250  -40.0000
 12  24    78.1120  -40.0540    69.0408  -29.8922    80.7687  -29.8458    91.3785  -40.0000
 12  25    91.1738  -40.0638    80.5805  -29.8963    92.3044  -29.8409   104.4326  -40.0000
 12  26   104.2547  -40.0741    92.1338  -29.9010   103.8392  -29.8359   117.4867  -40.0000
 12  27   117.3567  -40.0850   103.7007  -29.9063   115.3730  -29.8306   130.5407  -40.0000
 12  28   130.4803  -40.0965   115.2796  -29.9120   126.9057  -29.8251   143.5948  -40.0000
 12  29   143.6203  -40.1080   126.8654  -29.9179   138.4760  -29.8174   156.7013  -39.9966
 12  30   156.7604  -40.1188   138.4461  -29.9236   150.0763  -29.8075   169.8555  -39.9900
 12  31   149.1679  -42.0463   150.1162  -29.9245   177.0159  -28.0874  -179.6858  -39.9343
 12  32   160.9958  -39.3396   161.6650  -29.8907   179.4308  -29.4188  -179.1880  -38.8549
 12  33   173.0751  -33.5513   173.2066  -29.9571   179.9981  -29.9557  -179.8701  -33.5548
 12  34  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
 12  35  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
 13   0  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
 13   1  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
 13   2  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
 13   3  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
 13   4   179.6939  -43.7527  -179.9912  -39.8853  -169.7014  -39.8870  -169.3866  -43.7459
 13   5   178.7260  -47.9997  -178.7459  -38.9042  -156.6556  -39.8348  -155.5669  -49.0541
 13   6   179.0767  -49.7475  -174.7656  -37.0800  -143.5982  -39.8740  -141.7934  -53.2204
 13   7  -173.0563  -49.8393  -144.3233  -39.6770  -130.3119  -39.8767  -155.8226  -50.1309
 13   8  -156.8401  -49.8983  -131.0152  -39.7082  -117.2590  -39.8686  -140.1880  -50.1228
 13   9  -140.7950  -49.9394  -117.7467  -39.7343  -104.2109  -39.8611  -124.5670  -50.1131
 13  10  -124.8852  -49.9677  -104.5204  -39.7557   -91.1678  -39.8542  -108.9578  -50.1021
 13  11  -109.0854  -49.9864   -91.3390  -39.7729   -78.1294  -39.8479   -93.3591  -50.0899
 13  12   -93.3821  -49.9972   -78.2085  -39.7858   -65.0614  -39.8402   -77.7201  -50.0736
 13  13   -77.7862  -50.0000   -65.1502  -39.7937   -51.9963  -39.8329   -62.0955  -50.0567
 13  14   -62.2290  -50.0000   -52.1200  -39.7994   -38.9610  -39.8274   -46.5185  -50.0419
 13  15   -46.6717  -50.0000   -39.0893  -39.8048   -25.9542  -39.8236   -30.9819  -50.0288
 13  16   -31.1145  -50.0000   -26.0579  -39.8101   -12.9680  -39.8211   -15.4737  -50.0172
 13  17   -15.5572  -50.0000   -13.0258  -39.8151     0.0107  -39.8191     0.0216  -50.0062
 13  18    -0.0087  -50.0070     0.0001  -39.8198    13.0348  -39.8146    15.5671  -49.9993
 13  19    15.4896  -50.0182    12.9805  -39.8219    26.0651  -39.8096    31.1214  -49.9995
 13  20    31.0010  -50.0300    25.9685  -39.8244    39.0948  -39.8045    46.6759  -49.9997
 13  21    46.5409  -50.0433    38.9770  -39.8283    52.1240  -39.7991    62.2306  -49.9999
 13  22    62.1215  -50.0584    52.0142  -39.8339    65.1532  -39.7935    77.7862  -50.0000
 13  23    77.7500  -50.0754    65.0812  -39.8413    78.2095  -39.7857    93.3793  -49.9974
 13  24    93.3931  -50.0919    78.1511  -39.8490    91.3383  -39.7729   109.0802  -49.9867
 13  25   108.9957  -50.1043    91.1910  -39.8554   104.5181  -39.7558   124.8778  -49.9683
 13  26   124.6087  -50.1155   104.2355  -39.8624   117.7427  -39.7345   140.7854  -49.9402
 13  27   140.2338  -50.1254   117.2847  -39.8699   131.0095  -39.7086   156.8286  -49.8993
 13  28   155.8724  -50.1338   130.3387  -39.8780   144.3159  -39.6775   173.0431  -49.8405
 13  29   141.8061  -53.2212   143.6082  -39.8744   174.7621  -37.0808  -179.0810  -49.7487
 13  30   155.5785  -49.0548   156.6655  -39.8353   178.7460  -38.9042  -178.7261  -47.9997
 13  31   169.3983  -43.7384   169.7116  -39.8876   179.9905  -39.8852  -179.6951  -43.7444
 13  32  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
 13  33  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
 13  34  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
 13  35  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
 14   0  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
 14   1  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
 14   2  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
 14   3  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
 14   4  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
 14   5  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
 14   6   179.7724  -52.3246  -179.9921  -49.9154  -171.1253  -49.9155  -170.8895  -52.3222
 14   7   178.4569  -56.0388  -178.8028  -48.9383  -155.6024  -49.7507  -154.1843  -56.9782
 14   8   177.1723  -59.2130  -173.5177  -46.8807  -140.0413  -49.7812  -136.7711  -63.1794
 14   9   170.8917  -58.9205  -142.3647  -49.4151  -124.0803  -49.8084  -161.0535  -60.1579
 14  10  -165.4222  -59.4393  -126.1235  -49.5059  -108.5148  -49.7934  -140.4575  -60.1292
 14  11  -143.1311  -59.7053  -109.9711  -49.5790   -92.9641  -49.7803  -120.2501  -60.1180
 14  12  -121.6903  -59.8511   -93.9227  -49.6360   -77.4302  -49.7693  -100.1190  -60.1051
 14  13  -100.7998  -59.9328   -77.9911  -49.6787   -61.9139  -49.7606   -80.0292  -60.0891
 14  14   -80.2820  -59.9771   -62.1852  -49.7086   -46.4144  -49.7539   -59.9718  -60.0705
 14  15   -60.0312  -59.9975   -46.5119  -49.7271   -30.8971  -49.7468   -39.8961  -60.0468
 14  16   -40.0000  -60.0000   -30.9862  -49.7344   -15.4217  -49.7431   -19.8970  -60.0260
 14  17   -20.0000  -60.0000   -15.4860  -49.7394     0.0126  -49.7425     0.0326  -60.0089
 14  18    -0.0159  -60.0101     0.0003  -49.7434    15.4959  -49.7387    20.0109  -59.9992
 14  19    19.9196  -60.0276    15.4375  -49.7442    30.9933  -49.7339    40.0058  -59.9995
 14  20    39.9256  -60.0489    30.9160  -49.7481    46.5164  -49.7268    60.0326  -59.9974
 14  21    60.0091  -60.0732    46.4367  -49.7554    62.1870  -49.7085    80.2790  -59.9774
 14  22    80.0747  -60.0923    61.9389  -49.7622    77.9901  -49.6788   100.7927  -59.9334
 14  23   100.1736  -60.1089    77.4576  -49.7711    93.9187  -49.6363   121.6796  -59.8522
 14  24   120.3158  -60.1225    92.9933  -49.7821   109.9642  -49.5795   143.1175  -59.7068
 14  25   140.5395  -60.1348   108.5454  -49.7952   126.1136  -49.5067   165.4072  -59.4412
 14  26   161.1834  -60.1661   124.1119  -49.8103   142.3519  -49.4164  -170.9045  -58.9225
 14  27   136.7872  -63.1805   140.0527  -49.7820   173.5161  -46.8811  -177.1744  -59.2136
 14  28   154.1996  -56.9711   155.6137  -49.7514   178.8000  -48.9387  -178.4638  -56.0315
 14  29   170.9023  -52.3228   171.1374  -49.9160   179.9914  -49.9153  -179.7732  -52.3247
 14  30  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
 14  31  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
 14  32  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
 14  33  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
 14  34  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
 14  35  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
 15   0  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
 15   1  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
 15   2  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
 15   3  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
 15   4  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
 15   5  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
 15   6  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
 15   7  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
 15   8  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000  -999.0000  -99.0000
 15   9   178.7842  -63.5264  -179.8865  -59.6261  -160.0991  -59.6277  -158.7720  -63.5168
 15  10   176.5452  -66.3568  -174.4881  -57.5584  -140.0964  -59.6442  -135.9079  -69.2101
 15  11   176.2113  -68.4671  -162.0006  -55.5348  -120.0883  -59.6796  -109.8808  -75.5536
 15  12   136.0194  -56.5118  -124.4078  -59.0510  -118.6610  -59.6243   -80.8098  -33.1827
 15  13  -157.4840  -68.5834  -102.7580  -59.2780   -79.3490  -59.6413  -118.7115  -70.2062
 15  14  -121.5584  -69.5302   -81.3932  -59.4421   -59.4092  -59.6255   -87.9308  -70.1034
